time,temporada,rodada,data,horario,dia_semana,mes,adversario,resultado,gols_favor,gols_sofridos,condicao,arbitro,idade_media_titular_time,desvio_idade_media_time,altura_media_titular_time,desvio_altura_media_time,idade_media_titular_adv,desvio_idade_media_adv,altura_media_titular_adv,desvio_altura_media_adv,estadio,publico
Vasco da Gama,2018,22,01/09/2018,19:00,Sábado,09,Santos,Derrota,0,3,Mandante,Braulio Da Silva Machado,27.8,4.9,178.3,5.4,26.3,4.9,180.0,8.0,Estádio do Maracanã,33646
Vasco da Gama,2018,23,06/09/2018,20:00,Quinta,09,América Mineiro,Derrota,1,2,Visitante,Heber Roberto Lopes,28.8,4.2,178.9,5.4,31.2,3.5,181.0,7.2,Arena Independência,5061
Vasco da Gama,2018,24,09/09/2018,19:00,Domingo,09,Vitória,Derrota,0,1,Visitante,Paulo Roberto Alves Junior,29.0,4.3,179.5,4.6,23.0,2.4,179.0,7.9,Estádio Manoel Barradas,10092
Vasco da Gama,2018,25,15/09/2018,19:00,Sábado,09,Flamengo,Empate,1,1,Mandante,Luiz Flávio de Oliveira,29.2,4.2,181.2,4.5,28.3,4.6,179.5,5.9,Estádio São Januário,54288
Vasco da Gama,2018,26,24/09/2018,20:00,Segunda,09,Bahia,Vitória,2,1,Mandante,Leandro Pedro Vuaden,29.5,3.7,180.2,5.5,26.2,4.4,180.4,7.7,Estádio São Januário,13293
Vasco da Gama,2018,3,27/09/2018,20:00,Quinta,09,Santos,Empate,1,1,Visitante,Reway Wagner,26.9,4.5,179.8,5.3,26.5,5.0,181.0,7.7,Mercado Livre Arena Pacaembu,12985
Vasco da Gama,2018,27,01/10/2018,20:00,Segunda,10,Paraná Clube,Empate,1,1,Visitante,Flavio Rodrigues De Souza,28.4,4.3,180.2,5.5,27.2,3.1,180.4,4.5,Durival Britto e Silva,3210
Vasco da Gama,2018,28,09/10/2018,21:00,Terça,10,Botafogo,Empate,1,1,Visitante,Ricardo Marques Ribeiro,28.0,4.3,179.6,6.5,25.0,3.9,182.1,6.5,Estadio Nilton Santos,10059
Vasco da Gama,2018,29,14/10/2018,16:00,Domingo,10,Cruzeiro,Vitória,2,0,Mandante,Marcelo Aparecido Ribeiro de Souza,27.8,5.2,181.8,6.4,26.9,5.1,181.5,5.2,Estádio São Januário,11376
Vasco da Gama,2018,30,20/10/2018,19:00,Sábado,10,Sport Recife,Derrota,1,2,Visitante,Wilton Pereira Sampaio,28.8,4.4,181.7,6.2,27.1,4.3,182.0,6.4,Ilha do Retiro,13860
